정보원,일자,인용문
문재인대통령,2020-03-20,조속한 시일 내 실효성 있는 취약 계층 지원 방안이 논의될 수 있도록 준비해 달라
문재인대통령,2020-03-19,"50조원 규모의 특단의 비상금융조치
규모와 내용에서 전례 없는 포괄적인 조치
코로나19로 인해 수입을 잃거나 일자리를 잃은 사람들을 위한 지원 대책도 고민해야 한다
조속한 시일 내에 실효성 있는 취약계층 지원 방안이 논의될 수 있도록 준비해주기 바란다
정부는 그야말로 비상정부체제로 전환했다
비상경제회의는 논의와 검토가 아니라 결정하고 행동하는 회의가 돼야 할 것"
문재인대통령,2020-03-19,"3개월만이라도 원포인트로 경사노위를 가동해 코로나19를 해결해 나가면 어떻겠느냐
전 세계가 함께 겪고 있는 문제라 경제위기가 장기화될 가능성이 크다"
문재인대통령,2020-03-18,"코로나19 대책은 이번 추경 한 번으로 끝나지 않을 수도 있다
상황이 오래갈 경우 제2, 제3의 대책이 필요할 수도 있다
정부와 지자체 간에 향후 논의할 과제로 남겨두고 토론 가능성은 열어놓았다"
문재인대통령,2020-03-18,"경제 주체의 적극 참여가 무엇보다 중요하다
우리는 코로나19를 반드시 극복해야 하고, 또 경제 살리기에도 반드시 성공해야 한다
정부의 힘만으론 부족하다. 우리 경제의 핵심 주체들이 '연대와 협력의 힘'으로 위기 극복의 주역이 돼 주시길 간곡히 당부 드린다
코로나19는 수요와 공급의 동시 충격, 실물과 금융의 복합 위기를 야기하고 있다
전세계가 함께 겪고 있는 문제라 경제 위기가 장기화될 가능성이 크다
과거 경제 위기 사례와 양상이 전혀 다르기 때문에 전례 없는 대책이 필요하다
(대책의) 속도를 높이는 데 가장 중요한 것은 정부 금융 당국 의지도 중요하나, 경제 주체의 적극 참여가 무엇보다 중요하다
지금까지 마련된 여러가지 대책과 추경까지 집행을 신속하게 하는 것이 무엇보다 중요하다
추가 대책도 시기를 놓치지 않도록 적시에 마련해 신속하게 해나갈 필요가 있다
무엇보다 현장에서, 은행창구에서 실행되는 속도가 높아질 필요가 있다
긴급경영안정자금을 대출한다면서 서류 준비나 절차 때문에 두세달이 걸린다면 그것은 아무 소용 없는 일이 될 것"
문재인대통령,2020-03-18,어떤 형태로라도 코로나19로 타격을 입은 취약 계층 지원은 중요하다
문재인대통령,2020-03-17,"(코로나19 피해 대책은) 추가경정예산 한번으로 끝나지 않을 수도 있고, 상황이 오래 가면 제2, 제3의 대책이 필요할 수 있다"
문재인대통령,2020-03-17,"코로나19 대책은 이번 추가경정예산(추경) 한 번으로 끝나지 않을 수도 있다
제2, 제3의 대책이 필요할 수도 있으니 정부와 지자체가 힘을 모아야 한다"
문재인대통령,2020-03-17,"이번 추경안에도 취약 계층을 지원하는 예산이 상당히 담겨 있다
사각지대가 있을 수 있다. 어떤 형태로라도 코로나19로 타격을 입은 취약 계층 지원은 중요하다
수도권에서 보다 큰 규모의 집단감염이 발생하거나 지역 감염이 빠르게 확산된다면 방역을 위한 지금까지의 모든 노력과 성과가 원점으로 돌아갈지 모른다는 불안이 남아있다
수도권 역할이 매우 중요하다. 수도권 방역을 더욱 강화해야 할 시기
지금까지 수도권 자치단체가 방역의 버팀목 역할을 잘해왔는데, 앞으로도 자치단체 간 더욱 긴밀한 공조 협력을 부탁한다
코로나19를 이겨낼 수 있다는 자신감이 커지고 있고, 국제사회에서도 우리의 방역 시스템에 대한 관심이 높아져 가고 있다
해외 상황의 급격한 악화 때문에 해외 유입의 긴장도 매우 높아졌다
진정세를 계속 이어가면서 안정세를 확고히 할 수 있는지 여부가 수도권의 방역 성공 여부에 달렸다고 해도 과언이 아니다
전 세계로 확산되는 코로나19가 국내로 유입되는 것도 철저히 차단해 지역사회 방역망에 어려움이 초래되지 않도록 최선을 다하겠다"
문재인대통령,2020-03-16,"추가경정예산 한번으로 끝나지 않을 수도 있다
상황이 오래 가면 제2, 제3의 대책이 필요할 수 있다"
문재인대통령,2020-03-16,"이번 코로나 추경안에 취약계층을 지원하는 예산이 상당히 담겨 있지만, 사각지대가 있을 수 있다
어떤 형태로라도 코로나19로 타격을 입은 취약계층에 대한 지원은 중요하다"
문재인대통령,2020-03-16,"이번 추경안에도 취약 계층을 지원하는 예산이 상당히 담겨 있다
사각지대가 있을 수 있다. 어떤 형태로라도 코로나19로 타격을 입은 취약계층에 대한 지원은 중요하다
코로나19 대책은 이번 추경 한번으로 끝나지 않을 수도 있다
상황이 오래갈 경우 제2, 제3의 대책이 필요할 수도 있으니 정부와 지자체가 힘을 모아야 한다"
문재인대통령,2020-03-16,"코로나19 대책은 이번 추경(추가경정예산) 한 번으로 끝나지 않을 수도 있다
상황이 오래갈 경우 제2, 제3의 대책이 필요할 수도 있으니 정부와 지자체가 힘을 모아야 한다"
문재인대통령,2020-03-16,"어떤 형태로라도 코로나19로 타격을 입은 취약계층에 대한 지원은 중요하다
이번 추경안에도 취약계층을 지원하는 예산이 상당히 담겨 있다
그렇다 하더라도 사각지대가 있을 수 있다"
문재인대통령,2020-03-14,정부는 과거에 하지 않았던 전례 없는 대책을 최선을 다해 만들어내야 할 것
문재인대통령,2020-03-14,"지금은 메르스, 사스와는 비교가 안 되는 비상 경제 시국
한은이 기준금리를 전격 인하할 수 있다
한은 총재의 청와대 회의 참석은 중앙은행의 독립성 훼손 소지가 있다"
문재인대통령,2020-03-02,정책적 상상력에 어떤 제한도 두지 말고 과감하게 결단하고 신속하게 추진해야 한다
민주당,2020-05-04,"세비 기부를 당 차원에서 의결하거나 한 것은 아니지만, 처음부터 코로나 대응을 위해 의원들로부터 ‘원천징수’ 한 것이니만큼 고용보험기금 적립이나 그와 비슷한 용도로 쓸 것 같다"
민주당,2020-05-01,국회 개원 전부터 착실하게 준비해 최대한 빨리 3차 추경을 처리하자는 방침
민주당,2020-04-30,중장기적으로 (영세자영업자 등도 적용받을 수 있도록) 산재 고용보험 적용범위를 ‘취업자’ 수준으로 확대하겠다
민주당,2020-04-30,"저와 우리 가족들은 모두 (지원금을) 기부하기로 했다
여유있는 분들은 더 어려운 분들을 위한 자발적인 기부 운동이 일어나서 대한민국의 새로운 감동을!"
민주당,2020-04-30,"저와 우리 가족은 당연히 신청하지 않을 것
야당은 ‘국민의 자발적 기부에 기대 재정을 운영하냐’고 했지만, 코로나 사태에서 보여준 높은 시민의식을 볼 때 생각 이상의 많은 기부가 이뤄질 수 있을 것"
민주당,2020-04-30,"당에서 전 국민 100% 지급을 강하게 주장해 관철시킨 만큼, 많은 의원이 기부에 동참하고 독려 메시지도 낼 것으로 본다"
민주당,2020-04-30,상위 30% 고소득자가 아니지만 기부에 참여하겠다
민주당,2020-04-28,"정부의 2차 추경안은 소득 하위 70%에 4인 가구 기준 100만원을 지원하는 건데, 사안의 위급성을 고려해 지급 대상을 전 국민으로 확대해야 한다"
민주당,2020-04-28,"재정건전성을 우려하는 기재부 입장은 이해하지만 총리와 여당이 합의한 사항에 기재부가 다른 의견을 낸다는 게 가능한 일이냐
이런 게 책임 있는 경제관료의 자세냐. 지극히 실망스럽다"
민주당,2020-04-28,"재정건전성을 우려하는 기재부 입장은 이해하지만 총리와 여당이 합의한 사항에 기재부가 다른 의견을 낸다는 게 가능한 일이냐
이런 게 책임있는 경제관료의 자세냐. 지극히 실망스럽다"
민주당,2020-04-28,"저소득층 외에는 현금이 아닌 쿠폰이 지급될 예정인데, 쿠폰 유효기간이 3개월
애초에 재난지원금은 3개월 내에 써야 의미가 있기 때문에 신청 자체를 안 하면 (지원금은) 기부금으로 간주하자는 취지"
민주당,2020-04-28,"생활 SOC 등 코로나19로 진행되지 않은 사업비가 많이 있고, 이자가 줄어든 부분이 있어 13개 상임위에서 세출을 조정할 수 있는 것은 최대한 줄이기로 했다"
민주당,2020-04-26,"추경안이 ‘재난지원금 지급’ 단일 항목이고, 규모 자체가 크지 않아 2~3일 내 심의가 가능하다"
민주당,2020-04-25,국민을 볼모로 화풀이하면 안 된다
민주당,2020-04-25,소득 하위 70% 지급 기준으로 했던 재난지원금 예산에서 전 국민으로 확대될 경우 늘어날 소득상위 30% 지원금 예산 전액을 국비로 편성하는 방향으로 기획재정부와 검토하고 있다
민주당,2020-04-25,"전 국민 지급 확대로 4인 가구가 100만원을 받았을 경우 그 100만원이라는 금액 안에 지자체의 지급액도 포함되는데, 이를 기부할 경우 지자체 예산이 그대로 국가에 귀속되는 경우가 발생하는 셈이라 이를 보전해주는 차원에서 추가 예산에 대해선 국비 지원을 하는 쪽을 검토 중"
민주당,2020-04-25,"국민을 볼모로 화풀이하면 안 된다
김재원 예결위원장은 정신 차려야 한다
시급성을 따져야 할 2차 추경을 이렇게 발목 잡는 이유를 모르겠다
21대 국회 진입 실패 한풀이로 보인다. 제발 더 이상 몽니 부리지 말기 바란다. 더 계속하면 추태가 된다"
민주당,2020-04-24,"심재철 원내대표가 본회의 일정을 확정해 심사는 심사대로 본회의 처리는 처리대로 절차가 진행되기를 바란다
회의 일정 혹은 절차를 이유로 재난지원금 5월 지급 계획이 무산되지 않길 바란다"
민주당,2020-04-24,"모든 일정은 국회에서 추경안이 통과돼야 가능하다
부디 추경안의 조속한 심의와 통과를 국회에 당부드린다
문재인 대통령은 긴급재난지원금 지급과 관련해 편리성과 신속성을 강조했다
국민이 편리하게 수령하는 간명한 방안을 강구해 최대한 빨리 지급할 수 있어야 한다는 뜻"
민주당,2020-04-24,법정 기부금으로 분류하는 데 문제가 없다고 생각하지만 절차상 해석이 필요하므로 예규 등 포괄적인 의미의 소득세법 개정 등을 고려하고 있다
민주당,2020-04-23,법률과 절차를 지키지 않고 있다
민주당,2020-04-23,"수정안 제출 절차가 전혀 필요 없는 사안
통합당 말 바꾸기는 전혀 근거 없는 발목잡기"
민주당,2020-04-23,"당장 여야가 만나 즉각 결론을 내고 의사일정에 합의하길 강력히 촉구한다
벼랑 끝에 놓인 절박한 국민의 삶을 보면서도 남은 시간을 허비해야겠느냐
코로나19 사태라는 국가적 위기를 국민의 힘으로 극복하고 있다. 이제는 국회가 답을 해야 할 차례"
민주당,2020-04-23,민주당 후보를 당선시켜주면 100% 국민 모두에게 긴급재난지원금을 드리겠다
민주당,2020-04-23,"오늘 당장 여야가 만나 즉각 결론을 내고 의사 일정에 합의하길 국회의장으로서 강력히 촉구한다
무엇보다도 긴급 재난지원금 지급은 한시가 급하다. n번방 방지 입법, 디지털 성범죄 처벌 강화를 위한 입법도 국민의 강력한 명령
21대 총선이 끝났어도 아직은 20대 국회의 시간으로, 민생법안과 국회법 개정안을 비롯해 시급히 처리해야 할 안건이 산적해 있다
여야 모두가 선거를 통해 국민이 무엇을 바라는지 더욱 분명히 알게 됐다. 알면서도 하지 않는다면 국민 앞에 죄를 짓는 일
벼랑 끝에 놓인 절박한 국민의 삶을 보면서도 남은 시간을 허비해야겠느냐
신종 코로나 바이러스 감염증 사태라는 국가적 위기를 국민의 힘으로 극복하고 있다. 이제는 국회가 답을 해야 할 차례"
민주당,2020-04-23,예산 증액은 국회에서 심의해 의결하면 된다
민주당,2020-04-23,대단히 송구하다. 사죄드린다
민주당,2020-04-23,"전날(21일) 오전에만 해도 거대여당도 됐으니 이것저것 따지지 야당이 주장하는 대로 '소득하위 70% 지급'안을 받아들여 빨리 집행하고, 나머지 30%는 추후 고민하도록 하자고 의견을 냈다
구체적인 내용은 향후 국회에서 논의해 결정해야 한다"
민주당,2020-04-23,"총선에서 '전 국민 지급' 공약을 했던 여권이 그 책임과 부담을 야당과 30% 상위 소득자에게 떠넘겼다
총선 때는 '전 국민에게 주자'고 하더니 선거가 끝나자 '70% 지급'으로 입장을 바꿨다"
민주당,2020-04-22,"긴급재난지원금의 전국민 확대 지급을 추진하되, 고소득자 등의 자발적 기부를 유도해 재정 부담을 줄이는 방안을 마련하겠다"
민주당,2020-04-22,"소득 하위 70% 선지급을 우선 통과해야 한다
긴급재난지원금 지급에 시간이 없다. 국민들은 한시가 급한데 언제까지 여야 협상에 매달릴 거냐
우선 20대 국회가 즉시 정부안대로 70% 지급을 통과시키자
국민적 합의를 이룬 과제는 전광석화처럼 해야 한다. 그게 총선에서 나타난 국민의 명령
국민들께 미리 양해를 구하고 급한 분들부터 처리하겠다고 하면 모두 이해해 주실 것
협치는 협력의 자세가 있는 야당과 하는 것
100%에게 50만원씩 주라고 했다가 선거 끝나자마자 말을 바꾸는 국민조롱당과 무슨 협력을 하겠나
일단 (70%만) 지급하는 데 동의하자. 그리고 21대 국회에서 나머지 30% 지급안을 통과시키면 된다
지방정부는 다 지급하고 있는데 정부 지원금이 이리 느려서야 되겠나. 국민은 급하고 우리에겐 선택의 여지가 없다"
민주당,2020-04-22,김재원 의원이 결정적인 역할을 했다
민주당,2020-04-22,"통합당 주장대로 지원금 지급 범위를 100%로 늘렸고, 정부와 여당이 의견을 조율했다. 이젠 통합당 결단만 남았다"
민주당,2020-04-21,(총선에 패배한) 야당 상황이 여의치 않은 것 같다
민주당,2020-04-21,긴급재난지원금은 복지정책이 아닌 재난대책
민주당,2020-04-21,"민주당이 왜 대통령과 정부를 상대로 싸우려 하느냐
마음대로 100% 지급안을 공약해놓고 왜 무조건 해달라고 떼를 쓰느냐"
민주당,2020-04-21,"화장실 갈 때 다르고, 나올때 다르다
선거를 코앞에 두고 당 대표가 전국민에게 50만 원 긴급재난지원금을 약속했다
그런데 정작 통합당은 선거 끝나자마자 약속을 뒤집었다. 통합당의 변심을 도저히 이해할 수 없다
공당의 약속은 무겁고, 이 순간에도 ‘코로나19’로 인한 경제위기는 가중되고 있다
선거에 졌다고 국민에게 화풀이해서는 안 된다"
민주당,2020-04-21,미래통합당과 상관없이 민주당은 민주당대로 합당을 검토하겠다
민주당,2020-04-21,야당이 재난지원금을 국민 모두에게 지급하겠다는 총선 약속을 지켜주길 바란다
민주당,2020-04-21,"재난지원금은 지급대상이 확대될수록 재정효과가 커진다
재정건정성 훼손이라는 말에 동의할 수 없다"
민주당,2020-04-21,"더 이상 고집 안하면 좋겠다
나는 솔직히 우리당이 국민께 설명드리고 재난지원금 100%는 더 이상 고집 안하면 좋겠다
(100% 지급안은) 선거 중 당정청 협의 없이 미래통합당 황교안 대표의 100% 제안에 즉각 대응한 불완전 공약이었다
먼저 제안한 통합당이 이제와저 그마저 철회하고 정부안을 지지하고 있다
국채 발행으로 빚내서 부자 지원이 꼭 필요하냐
정부의 간곡한 70% 지원 입장 설명을 여당이 이해 안 해주면 누가 해주겠느냐"
민주당,2020-04-21,전(全)국민에게 지급해야 한다
민주당,2020-04-21,"민주당이 왜 대통령과 정부를 상대로 싸우려 하느냐
마음대로 100% 지급안을 공약해놓고 왜 무조건 해달라고 떼를 쓰느냐
지급 액수를 줄이더라도 전국민에게 주는 것은 관철시키도록 하자"
민주당,2020-04-20,총액은 그대로 두고 대상 범위만 확대하는 방안도 가능성이 있다
민주당,2020-04-20,"(당정청 협의회에서) 재난지원금을 전국민에 지급하자는 당 의견에 수렴되는 분위기였던 것으로 전해 들었다
전국민 지급 약속을 기재부의 반대만으로는 뒤집기 힘들었을 것"
민주당,2020-04-19,미래통합당 황교안 전 대표 등 야당도 ‘전(全) 국민 50만원 지급’을 공약했기 때문에 문제 없다
민주당,2020-04-18,"신종 코로나바이러스 감염증(코로나19)으로 국난에 가까운 재난 상태에 있다
통합당 지도부가 협상 테이블로 나와 적극적으로 논의에 임해줄 것을 간곡히 청한다
긴급재난지원금 지급이 국민들에게 시급한 문제인데 추경안 의결을 위한 본회의 일정 등을 놓고 구체적 협상이 진행되지 못하고 있어 안타깝다
재난지원금은 경기가 더 얼어붙지 않도록 하자는 것으로, 빨리할수록 적은 비용으로 더 큰 효과를 볼 수 있다
추경안 통과가 지연되면 경제 대응 비용은 더 늘어날 것
이번 총선 민의로 나타난 것은 코로나19 국난 극복에 여야가 힘을 합치라는 명령이었다. 이런 국민의 뜻을 외면해선 안 된다"
민주당,2020-04-18,"재난지원금이 경기 회복에 큰 효과가 없을 것이라는 의견도 있지만, 일단 한번 뱉은 말이니 안 지킬 수는 없다
국가 재정으로 총선 승리 선물을 준다는 것이냐"
민주당,2020-04-17,"정부는 2022년 최저임금 1만원 공약을 수정하는 등 이미 최저임금 인상 속도조절에 나선 상태
총선에서 압승을 거두었다고 야권과 협치를 포기하는 것은 아니다"
민주당,2020-04-17,"이 전 총리가 오는 8월 당대표 선거에 도전할지 말지가 가장 큰 관심사
이 전 총리가 문재인 대통령처럼 당대표를 맡은 뒤 대권을 노릴 수도 있지만, 2022년 대선에 도전하려면 당대표가 되더라도 중도 사퇴해야 하는 부담감이 있어 고민 중인 것으로 안다"
민주당,2020-04-16,"여권 현역 의원들의 도움이 대형 국책사업을 유치하고 사업에 드는 국비를 확보하는 데 큰 역할을 하는데 그 수가 줄었으니 어려움이 예상된다
당선된 여당 의원 3명의 개성이 뚜렷하고 서로 많이 달라 원할한 정책 조정에 차질이 빚어지지 않을까 걱정
시정이 정치에 휘둘리지 않고 행정의 중심을 지키면서 시민을 위한 정책을 추진하는데는 도리어 더 나을 것
지자체의 사업은 여야가 따로 없는 거라 시 측이 교섭력과 조정력을 잘 발휘하면 큰 문제는 없을 것"
민주당,2020-04-16,"5월중에 전 국민에게 지급될 수 있는 방안을 추진하겠다
100％ 지급안을 통과시켜 5월 중 전 국민이 받을 수 있도록 할 것"
민주당,2020-04-16,긴급재난지원금은 갑론을박할 사안이 아니다. 이미 여야는 총선과정에서 재난지원금을 100％ 지급하기로 의견을 모았다
민주당,2020-04-16,이 원내대표가 아직 야당 원내대표와 만나자는 이야기를 하지는 않았다
민주당,2020-04-14,"문 대통령 곁에서 보고 느끼며 문 대통령의 철학과 정책, 숨결까지도 가장 정확하게 이해하는 사람이 고민정
고 후보는 긴 시간 문 대통령의 정책과 철학뿐 아니라 숨결까지 익힌 사람"
민주당,2020-04-14,"오늘부터 저는 '문재인의 복심(腹心)은 양정철이 아니라 고민정이라고 표현해주시길 부탁드린다
고 후보가 당선되면 문 대통령께서 참 좋아하고 기뻐할 것"
민주당,2020-04-14,"문 대통령의 지시는 국회가 추경안을 확정하기만 하면 신속히 긴급재난지원금을 국민에게 지급할 수 있도록, 정부 부처들이 미리 행정 절차를 마쳐놓으라는 뜻"
민주당,2020-04-14,"대통령 지시는 국회가 추경안을 확정하기만 하면 바로 긴급재난지원금을 국민에게 지급할 수 있도록 정부 부처들이 미리 행정 절차를 마쳐놓으라는 뜻
정부는 건강보험료 기준 소득하위 70% 가구(약 1400만 가구)에 긴급재난지원금(4인 이상 가구 100만 원)을 지급하기로 결정했다
건보료가 올해 소득을 반영하지 못하는 측면이 있다는 판단에 따라 올해 코로나19 사태 이후 소득이 급감한 가구는 이의신청도 받을 계획
정부는 이런 내용의 긴급재난지원금 지원 사업을 반영한 9조 원대의 제2차 추경안을 4 15 총선 직후 국회에 제출할 예정"
민주당,2020-04-14,싸우기 좋아하고 막말하는 정당
민주당,2020-04-13,"이달 임시국회 소집 목적은 신속한 긴급재난지원금 지급을 위한 추경안 처리
민생의 절박함에 답해야 하는 것이 국회의 도리이자 역할
이달 내 반드시 추경안을 처리해 다음달 초에는 긴급재난지원금이 실지급 되도록 하겠다"
민주당,2020-04-13,"4월 임시국회 소집 목적은 신속한 긴급재난지원금 (지급을 위한) 추경안 처리
4월 내 반드시 처리해 5월 초에는 긴급재난지원금이 실지급되도록 서두르겠다
텔레그램 n번방 사건 관련 후속 입법 등을 포함한 시급한 법안도 함께 처리하도록 노력하겠다"
민주당,2020-04-13,"민주당은 4월 내에 반드시 긴급재난지원 추경을 처리해 5월 초에는 재난지원금이 실지급되도록 서두르겠다
텔레그램 n번방 후속입법 등을 포함한 시급한 법안도 함께 처리하도록 노력하겠다"
민주당,2020-04-09,전국민에게 재난지원금을 주자
민주당,2020-04-08,"재난지원금 대상 확대, 여야와 심도있는 논의"
민주당,2020-04-08,"에브리타임, n번방 2차 가해 게시물 만연"
민주당,2020-04-08,모든 가구에 최대 100만원씩 지원금을 줘야 한다
민주당,2020-04-07,소득 수준과 관계 없이 모든 가구에 지급하겠다
민주당,2020-04-07,코로나 대응으로 모든 평가를 받겠다.
민주당,2020-04-07,"우리가 북한보다 미사일을 더 많이 쏜다
모든 남북 교류는 빵점이었다가 50점이었다가를 반복한다
(북한이 미사일 쏘는 것은) 한미군사합동훈련과 F-35 전투기의 청주비행장 반입에 대한 반발
서른여덟 발 쐈다고 하는데, 실제로 우리가 더 많이 쏘고 있습니다. 여기까지만 말씀드릴게요.
정부에서 자영업자들 힘들어하니까 4인 가구 기준 100만원 지급을 한다"
민주당,2020-04-07,"정부가 하위 70% 기준 추경안을 제출하면, 총선 이후 국회 심사 때 여야 합의를 통해 3조~4조원 가량 증액할 계획"
민주당,2020-04-07,돈을 받지 못했던 30%의 불만 때문에 골머리가 아팠는데 야당에서 흔쾌히 모든 국민에게 다 주자고 협조해주니 고마울 따름
민주당,2020-04-07,여당의 '현금 살포'를 비판하면서 240조원을 운운하니 황당하다
민주당,2020-04-07,소득 수준과 관계없이 전 국민에게 지급하겠다
민주당,2020-04-06,국민들이 코로나19 때문에 지친 상황에서 네거티브 선거운동보다 포지티브 선거운동으로 민심을 달래 주자는 것
민주당,2020-04-06,코로나19 국란을 이겨내려는 세력과 어떻게 든 정권만 잡아보겠다는 세력 간 대결
민주당,2020-04-06,"총선을 앞두고 소득 지역과 상관없이 국가가 모든 국민들을 보호하고 있다는 모습을 보여줘야 한다는 지역의 요구들이 많았다
이런 조치를 계속하거나 지속적으로 하면 포퓰리즘이지만 일회적으로 (긴급재난지원금이) 발동되는 것은 복지 포퓰리즘이 아니라 비상응급조치"
민주당,2020-04-06,"지난 주에 이러한 입장을 정부에 전달했다
선거를 치르려면 (정부 측에) 재난지원금 '전국민 지급'을 강하게 밀고 나갈 수밖에 없다"
민주당,2020-04-06,모든 국민에게 긴급재난지원금을 먼저 지급하고 내년도 연말정산 공제항목을 통해서 정산을 한다면 실효성 있는 대책이 될 수 있을 것
민주당,2020-04-06,소득 기준을 가리는 데 시간을 소비하지 말고 최대한 빠르게 모든 가구에 보편 지급할 것을 정부에 강력히 건의한다
민주당,2020-04-06,"경기도에서 50곳 이상이 우세 또는 경합 우세 지역
경기 북부에서는 남양주병 정도가 백중 경합 지역"
민주당,2020-04-04,"국민의당은 지역구 후보를 내지 않았기 때문에 현장에서 우리와 경쟁하는 관계는 아니지만 안 대표의 정권 공격 메시지가 예리해 부담은 적지 않다
일부 여권 인사들은 안 대표가 자신들과 관련된 비판 메시지를 낼까봐 ‘두렵다’는 말을 하기도 한다"
민주당,2020-04-01,"2차 추경은 긴급재난지원금만을 겨냥한 '원포인트' 추경
총선 이후 산업적 피해가 커지면 3차 추경을 포함해 다양한 경기 부양 대책을 검토할 수밖에 없다"
민주당,2020-03-31,"소상공인, 중소기업의 피해를 넘어 대기업, 산업 차원의 피해로 확산된다면 3차 추경도 생각할 수밖에 없다
3차 추경은 21대 국회가 들어서야 이뤄지겠지만, 당 차원에서 이미 준비는 하고 있다"
민주당,2020-03-31,70년 전 선거 구호다. 과거 퇴행적인 모습
민주당,2020-03-31,경제 관점이 굉장히 오래된 분이 생각할 수 있는 슬로건
민주당,2020-03-31,"경제 관점이 굉장히 오래된 분이 생각할 수 있는 슬로건
지금은 4차 산업혁명 경제를 이해하지 못하면 경제 정책을 할 수 없는 시대"
민주당,2020-03-31,"호형호제하고 존경했던 분인데 맛이 간 그 형님이 어떻게 그러한 언행을 쓰시는지 참 아쉽다
(김 위원장은) 찻잔 속의 태풍이고 별 영향력이 없을 것"
민주당,2020-03-30,"어려움 속에서도 서로를 격려해가며 신뢰와 협력으로 재난을 이겨가고 있는 우리 국민들에게 힘과 위로가 될 것
가용한 모든 자원과 수단을 동원해 코로나19 국난 극복을 위해 총력을 다하고 있다
정부가 2차 추경안을 제출하면 신속한 국회 처리를 위해 적극 나설 것"
민주당,2020-03-30,지역의 특수성을 고려해 지역의 판단이 올라오면 판단해볼 것
민주당,2020-03-29,"보도에 따르면 당시 현장에서 ‘왜 빨리 생활긴급자금을 지급하지 않나’라고 소리쳤다고 한다
그 동안 대구 시장님을 힘껏 도왔다
긴급재난지원금을 모든 시민까진 못 미치더라도, 최대한 넓게 드리자고 건의했다
쓰러졌다는 소식을 들었다. 그러나 할 일은 해야 하는 게 공직자
얼른 일어나 관계자들을 불러모으십시오. 그리고 지시하십시오. 사람의 목숨을 구하는 일이니, 수단 방법을 가리지 말라고 하라
마지막으로 ‘건의’ 드린다. 은행 사정 다 봐주고, 구청장 의견 다 들어주는 게 지금 중요한 게 아니다. 중요한 건 시민의 생명
생계가 무너지면 생활이, 생활이 무너지면 생명이 위태로운 것이 인간"
민주당,2020-03-26,정치적 논란만 부추길 뿐 전혀 도움이 되지 않는 논쟁을 촉발한 것
민주당,2020-03-26,각자의 위치에서 각자가 할 수 있는 방법으로 최선을 다해도 부족할 때에 정치적 논란만 부추길 뿐 전혀 도움이 되지 않는 논쟁을 촉발한 것이다
민주당,2020-03-16,정부와 지자체 간에 향후 논의할 과제로 남겨 두고 토론 가능성은 열어놓은 것
민주당,2020-03-16,"문 대통령은 기본소득 개념을 담은 여러 가지 유형의 지원 방안에 대해 오늘 결론을 내지 않았다
대신 정부와 지자체 간에 향후 논의할 과제로 남겨 두고 토론 가능성은 열어놓았다
문 대통령은 전주시와 화성시의 사례를 들어 자치단체의 노력을 강조했다
전주시는 코로나19 극복을 위한 재난기본소득을 취약계층 5만 명에게 52만7000원씩 지급하고 화성시는 전년 대비 매출액이 10%이상 줄어든 3만3000여 소상공인에게 평균 200만 원의 긴급생계비를 지급한다"
민주당,2020-03-16,"문 대통령은 기본소득 개념을 담은 여러 가지 유형의 지원 방안에 대해 오늘 결론을 내지 않았다
대신 정부와 지자체 간에 향후 논의할 과제로 남겨 두고 토론 가능성은 열어놓았다"
민주당,2020-03-14,"코로나 정국으로 거리선거운동이 쉽지 않은 상황에서 두드러지는 것이 조직이 있느냐 없느냐는 것
공식선거운동 기간 전에 할 수 있는 후보자 주민간담회 등 일정을 만들어내는 것이 조직
광진을은 결과를 예측할 수 없는 박빙 승부처
고 후보가 청와대 대변인으로 언론에 알려지면서 일반 시민의 주목을 받았지만 ‘정치인 고민정‘에 대한 검증은 아직 받지 않았다고 할 수 있다
반면 오세훈 후보는 서울시장까지 역임한 잠재적 대권 잠룡으로 정치경력이 상대적으로 검증된 후보
특히 최근 광진이나 성동구 등 부동산값이 뛰면서 원주민들은 외부로 나가고 새로운 주민들이 들어왔는데, 이들 새 주민들의 표심이 총선 결과를 결정할 가능성이 크다
법률가로서 매년 명절마다 행해오던 격려금 지급이 사회상규에 위배되는 일이라고 생각하지 않았다
아무리 선거법이 엄하다고 하나 우리나라에서 이런 일을 처벌받을 일일지는 의문"
민주당,2020-03-14,"과거나 지금이나 서울 수도권에는 전략공천이 우선되는 지역구가 몇이 있고, 그중 대표가 동작을이었다"
민주당,2020-03-12,"정부가 제출한 추경안에 화가 난다
무너지고 있는 현장에도 정부가 늘 해오던 방식으로 추경안을 작성했다
권 시장과 이 지사가 (지원 요청액에) '0' 하나를 더 붙여와야 했다
(정부가) 소꿉 살림을 살아서 될 일이 아니다"
민주당,2020-03-10,"현재 추가경정예산안 중에 대구 경북 특별 지원분이 총 6200억원인데, 거기에 2000억원 정도 추가하여 모두 8400억원을 배정해주십사 하는 요구
이는 전국 확진자의 90%가 발생한 대구 경북 지역민 중에서도 가장 취약한 계층의 생활을 꾸려 갈 당장의 생계비로, 현재 추경안의 융자나 특혜 보증 확대보다 훨씬 큰 효과를 볼 것"
민주당,2020-03-09,이번 추가경정예산에서 논의가 되기는 사실상 쉽지 않다
